玩家评价,是否推荐,游玩时长(小时),觉得有价值的人数,觉得好笑的人数
瓦库目前存在恶性BUG，sl或者掉线重连以后的玩家将无法结束游戏。多人模式下，如果有玩家缺失未进入原先的游戏进程，游戏将黑屏卡死,不推荐,39.0,0,0
非常好游戏 使我机机又煲煲 这次变成第五个角色了 第三个角色不是机宝真是吓坏我,推荐,10.2,0,0
数值有待调整，但趣味性已崭露无遗，动画做的也可圈可点，合格的续作,推荐,17.5,0,0
在一代基础上改善了很多地方，主要是多动画，很快就能适应新画风打得狠舒服。可以看出来体量很大，而且后续还会有不少新内容，完成度很高但是还有一些东西待添加调整。期待后续更新完善,推荐,35.7,0,0
应该是还没做完，第一章都有多地图，后面却没有，如果全做完应该还可以,推荐,41.9,0,0
好游戏，赶紧修BUG，后期再更点建筑师的剧情就可以等MOD了,推荐,27.6,0,0
优秀的卡牌肉鸽就是不管腿往什么方向抬，都能有条路等着,推荐,37.8,0,0
"感觉就是1代DLC,严重缺乏新鲜感且数值一塌糊涂.看后续更新吧.",不推荐,27.3,0,0
"无需多言，塔1传奇续作，我将收回我之前说塔2难以超越塔1的妄言。多了很多新机制，事件的趣味性也大量增加
美中不足的是数值膨胀，希望官方能延续塔1传统通过更新达到精妙的数值设计",推荐,42.1,0,0
人类社会因为杀戮尖塔2更美好（联机真好玩，联机卡真有意思，简笔画真美，快继续更新）,推荐,22.2,0,0
真他妈好玩啊，个人觉得比第一代还要好玩，主要难度低了点，爽局多了，尤其是开黑组队玩，乐趣拉满,推荐,11.9,0,0
这部作品是对塔1的全面升级，在丰富了游戏内容的同时修复了很多影响可玩性的问题。只是目前还有一些bug,推荐,25.3,0,0
神中神，之前看宣传片感觉很多老卡和老遗物，感觉会不会和一代重复度过高，实际玩下来之后才发现和一代完全不一样，很多新内容，最新颖的还是boss遗物的选择，还有很多有趣的事件。目前就是感觉一层精英强度有点高了，然后还有少部分的卡不是很平衡，等把数值平衡做好了之后，我认为这一代的上限是高于一代的。,推荐,46.6,0,0
好评无需多言，虽然目前数值平衡上还有点问题，但是足够让我沉迷了,推荐,34.7,0,0
"太上头了，虽然怪的机制很变态，但是也很舍得给牌。全都数值膨胀就等于都没膨胀。
就是平衡性差了一些。有些金卡真的很招笑，有些白卡又强得吓人。而且感觉部分卡组更加看脸，抽不到key卡就直接GG",推荐,30.7,0,0
比一更好玩👍希望正式版能增加更多联机模式特有的内容，增加挑战性,推荐,17.0,0,0
1代是神作，二代更是神作中的神作，目前仅仅只是抢先体验版就有胜过1代的游玩体验了，强烈建议必入,推荐,26.0,0,0
从未感觉过卡牌游戏竟能如此让人着迷，这一款融合了肉鸽元素的上头卡牌游戏简直是让人欲罢不能，之前我入手了一代，在没有细细品鉴他之时我一度认为这种游戏不会让我对他产生任何吸引力，二代刚出来后，周围朋友疯狂推荐，我才真正意义上第一次细细游玩这个游戏，一番体验后，彻底使我震撼，总的来说，就是爽！我也终于理解了舍友为什么半夜依然不停的玩这个游戏，真的太爽快了。这游戏不仅有构筑卡牌需要的思考，更有秒天秒地秒空气的畅快。联机模式也是特别有趣，连接速度又快又稳定，相较于我其他游戏的联机体验这个绝对是最稳定的之一了，与朋友一起玩乐趣多多。最后一句，优秀的游戏，太好玩了！,推荐,31.5,0,0
"哦鸡鸡煲，高塔里做英雄~
哦鸡鸡煲，集中正在启动~
哦鸡鸡煲，能力掌握手中~
让肉鸽更美好~ 重开就一定成功~！

嘿 嘿 嘿~
不要小看集中冰~
说到起防说到推球~
他是一级棒~！

喂 喂 喂~
别在他面前逞强~
所有高塔boss一旦见到他~
闪一旁~！

而他很简单~
他最爱拿集中冰大扩容~
朋友不管遇到什么困难~
有他机器人就不用烦~！",推荐,29.9,0,0
太好玩了，完全超出预期，3天狂玩20多个小时，不想睡觉,推荐,34.8,0,0
亡灵契约师的金卡，幻景是不是有bug？为什么消耗9张牌后没有无实体？ 有人能解释一下这张牌怎么运转的嘛,推荐,15.6,0,0
好家伙，精英怪比BOSS都难打，实属是倒反天罡！,推荐,13.5,0,0
惊喜，保留一代玩法的同时拓展了很多。而且数值高起来爽很多，怪数值高无所谓，我就喜欢激情互秒，双方菜鸡互啄没有意思。以及点赞联机玩法。,推荐,24.6,0,0
"数值有待优化，内容也没出全，还有气笑了的bug
但是真的太好玩了，非常期待更高的进阶等级和打建筑师的四层
希望有内置联机act，联机局内表情轮盘",推荐,45.9,0,0
好喜欢储君和小骷髅，宠物组吗，可爱捏。能联机真是太好了，即日起我是杀戮尖塔2AAA.君王之剑批发。,推荐,18.6,0,0
天上地下猎豹独尊，三十年塔1三十年区，莫欺猎豹弱,推荐,27.8,0,0
好玩好玩好玩，非常好玩。画面故事玩法丰富度都很不错。就是数值太不平衡了，猎人辉辉亡灵法师一个赛一个的超模。此外有些幽默bug也要修一下，不修的话我就要当做游戏特性了 ; ) 。,推荐,12.8,0,0
"鸡煲不是区，鸡煲神了
鸡煲不是区鸡煲神",推荐,50.4,0,0
装了8人联机mod，发现根本找不到那么多人和我联机，玉玉了,推荐,26.4,0,0
"好玩，但是 流转 一直抓牌加费的玩法太泛滥。
正式版和创意工坊速速端上来。",推荐,64.9,0,0
好玩，很难想象这才是ea版本，太牛逼了，和朋友联机也很流畅，原本我以为塔一的想象力已经很强了，没想到还有高手，和朋友联机第一次玩储军抓到幽灵形态，直接爽🐍了，跟我在玩塔1战士哥腐化树枝一样的爽感，太爽了。,推荐,11.6,0,0
永恒之塔2被封号了，念念不忘，转战杀戮尖塔2后，再也不想玩永恒之塔2，什么垃圾也敢叫塔2，笑死,推荐,24.4,0,0
爽爽爽爽爽，虽然仍然有一些平衡性问题，但是总体上相当爽，各方面都超乎预期，尤其是联机，我心中肉鸽联机的神，推荐爱好肉鸽的玩家无脑入，没有接触过类似游戏的可以等平衡性调整好了再入。,推荐,34.6,0,0
配享太庙。我不知道还有什么别的游戏比尖塔更适合摸鱼了。,推荐,41.6,0,0
看似更新不多，实际联机是最大的更新，国内甚至不用加速器就能顺畅联机，真是太爽了,推荐,54.0,0,0
和前作相比多了很多卡片/遗物/怪物/探索事件，游戏内容是更加丰富了，新增多人模式，还没好友购入，无法体验，相信会是很不错的模式！相较于前作，核心玩法没多大改变，很容易上手，还丰富了游戏内容，人物和怪物的3d攻击动作也更加丰富，总得来说进步巨大，新手玩家不必购入前作，直接可以买2即可！,推荐,11.0,0,0
EA版本强度严重不平衡，部分强卡加强，弱卡却置之不理。怪物强度极高，尤其是那三只虫子在低难度也能连续打15+7+8，根本不诗人。目前不推荐入坑，建议观望。,不推荐,41.7,0,0
青出于蓝！虽然继承了一代诸多机制、卡牌，但是恰倒好相处地创新，机器人等角色突破原有思路，令人耳目一新！,推荐,27.1,0,0
"封面为什么没有鸡煲
锋面为什么没有鸡",推荐,13.4,0,0
好玩，战斗爽，还能联机（如果你的好基友没有电子阳痿的话）,推荐,27.2,0,0
亡灵法师太轮椅了，感觉数值都是用脚填的，虚无、灵魂、灾厄泛用性还强，小手泛用性不行但是机制也是逆天的强，血量相当于永久格挡，还不会被虚弱、降力量，这角色削个十刀都不过分。,推荐,41.0,0,0
"塔二或许达不到塔一在卡牌肉鸽上的高度，但是它会是一款比塔一更好玩的游戏。

数值设计的平衡多少取决于机制的慷慨程度和深度，越简单、保守的机制越容易达到平衡，也是因此即便是塔一的观者引入了简单的伤害倍率机制设计感就不如御三家了。从塔一到塔二，需要的是游戏性上的革新而不是塔一的威力加强，那么在做加法的过程中就势必会失去一部分“精妙数值”的优点。个人觉得这是个必要的也是合理的权衡。",推荐,35.4,0,0
双人数值是不是有问题啊，到后面都抽不到本角色的牌,推荐,9.2,0,0
重振鸡煲荣光，我辈义不容辞,推荐,17.9,0,0
从前有个机机煲，有张集中不得了，机煲一直在创造无限的笑话，于是神收走了机煲的偏差认知，将其改为异画，而又将碎片替换了偏差的位置，但神又是仁慈的，神赐下了临时集中而又收走了药丸与人工，便是要告诫它，你的集中只可到此，不可僭越。,推荐,44.9,0,1
"2026年独立游戏真神降临
首先叠甲，尖塔一老玩家，各平台加起来也有几百小时的游戏时长，全角色进阶20
ea版本平衡一般，角色和怪物的数值机制较尖塔一得到了巨大提升，目前猎宝已经进阶10通关，正在打红裤衩
目前评分7.5/10，后续更新优化后会改

首先简评一下怪物。本作较上一代，高进阶下水温高了很多，不少怪物都有独特的机制，这种机制下如果还是依赖尖塔一时代的“删牌大于一切”思维，那大概率会被塞满一堆状态牌鬼抽致死，猎宝在本作生存环境更加恶劣，特别是遇到蜂窝哥和猎人杀手这种考验卡组低频输出能力的怪物时，如果没有特别应对措施很容易被俘虏。制作组之前提到二代会稍微限制一代玩家常用的无限手段，确实在最终Boss之一女王（其实就是收藏家）时，如果不能一回合启动就会被上一个当前卡牌只能打出一次的debuff，在进入三层看到boss是女王时玩家最好针对该boss进行卡组的优化

然后简要点评一下各个角色
猎宝，高进阶环境下弱是真弱，但是爽起来确实也很爽，本作无论是运转流、小刀流还是毒流，相比于前一代都有了不少的补强，尤其是毒流，再也不是一代中只有天湖局才能爽而且容易半途暴毙的流派了，在有了腐蚀波之后即便空转也能叠毒，本作的毒流甚至可以说是三种流派中强度最高的（薄纱蜂窝哥和猎人杀手）。小刀流和一代类似，刚需精准，刀动力学弥补了猎宝小刀流对群弱的劣势，刀舞变消耗后前期都可以无脑抓一张，后期也不用删，完美过度，袖里乾坤成了塔一刀舞的替代，总体强度尚可。最后是运转流，本作多了奇巧的词条，效果是带奇巧词条的牌可以通过弃牌触发，一代的本能战术也改成了可以手动3费打出，效果上来说完爆一代，同时也有一下卡牌可以给其他卡牌添加奇巧的词条，在此基础上猎宝也可以打出和战士哥一样的抽象无限（在开出谋划专家启动后就可以出现背包弃杂技弃本能的0费自循环），在没有内切以后多了连续反弹作为输出终端，不过输出效率低了很多。最后讲讲华丽收场。华作为一代所有猎宝玩家又爱又恨的卡牌，玩好了华一把爽一天，玩不好金色伤口，本作由于猎宝的其他卡牌输出都比华爆炸的多，而且没有华那么苛刻的出手条件，相对来说华的强度低了不少，我目前接近20小时猎宝的局，只抓过一次华丽，昔日王者沦落至此令人感叹。
然后是红裤衩，曾经的三费战士迎来了他最忠诚的薪火之源！DIY都不敢这么设计的超模强卡，看到无脑抓就对了，完美解决了战士缺费的痛点。本作的黑拥变成了金卡，本来以为战士启动会变得很难，没想到补强了很多过牌的手段，我说黑拥等于小凶恶有没有懂的。但是没有硬撑之后重振精神的强度也下降了一个档次，我的振撑铠甲从此分手了。总体来说战士主流还是一代的烧干打抽象小循环的思路，本作战士哥多了不少更抽象的循环，在有地狱狂徒和双煎的情况下，烧干牌库之后甚至能实现全自动尖塔。目前还在打进阶5，高进阶下战士哥的强度还不好说，但是低进阶下还是乱杀的。
骨瘴祭契人和辉哥目前只打完了进阶一，脑测亡灵契约式应该是五个角色里强度最高的，叠灾厄、召唤或者灵魂流都比较超模，在有大手子的情况下生存能力也很强，自带壁垒说是。储君简单来说就是换皮观者（有一个角色可以通过红色和蓝色卡牌实现无限循环并打出高额输出，你知道他是谁），初体验输出爆炸，但是起防能力有限，容易暴毙。等后续全进阶10后再进一步评价。
机煲，我已启动。作为塔一我第四喜欢的角色，塔二终于也变成了第五喜欢的角色。本作机煲的大多数集中都是临时集中，永久集中的获取途径被进一步压缩，没有了偏差认知，碎片变成了金卡，数值还被砍了（所以我说我们观者玩家很吃操作，机煲才是数值怪）。但是由于我一代只会玩集中冰，目前机煲通关一次后还没打第二把，等我前四个角色进阶10后再慢慢启动吧

最后说说联机模式，目前和朋友体验了几把联机，感受就是平衡稀烂。联机模式下怪物血量简单粗暴地变成了 原本血量*人数，乍一看数值没问题，但是如果你是辉哥玩家，本来单人的血量一回合就能杀穿完全不用考虑起防，但是多人环境下队友输出跟不上，回合数会被拉长，战损是比单人模式高出不少的，这对本来防御能力偏弱的辉哥来说是雪上加霜。联机模式多了几张特有的卡牌，针对不同的角色特性各有千秋，红裤衩可以帮队友叠甲，猎宝可以在队友打输出时给自己叠甲等等，这个设计是不错的亮点。同时也要点名表扬一下联机的稳定性，不开加速器的情况下打了好几把都没有掉线过，稳如老狗",推荐,49.5,0,0
